card_id,tier_group,price,tier,age_days,log_price,weight,premium_log,true_log_value,tier_fair_usd,ask_vs_fair,name,version,rarity,true_value_usd,deal_pct
crd_a44f1da598c94ec18b4060bb1e932c66,graded,45.0,PSA_9,6.0,3.8066624897703196,0.43527528164806206,0.536857305571269,4.417844061913489,141.84024193936176,-1.1480388777144386,Mother Gothel,Knows What's Best,Enchanted,82.91732789181833,-0.682741657905251
crd_ae42b2ab4e074f3e91c29d4ba2c3e601,graded,134.95,PSA_10,6.0,4.9049043394640135,0.43527528164806206,1.8374737602039684,4.207009608334029,421.77979647195696,-1.1395790290739836,Kida,Protector of Atlantis,Enchanted,67.15541824082855,-0.6800463153313403
crd_aa13ad9fe176464bac51e72c45dd6914,graded,310.0,PSA_9,2.0,5.736572297479192,0.47742080195520825,0.536857305571269,6.339090388130046,968.6929549310754,-1.139375396222123,Dumbo,Ninth Wonder of the Universe,Enchanted,566.2809811397012,-0.6799811556159637
crd_26dd3cd037974467a3c4078d58f4ae25,graded,44.99,CGC_10,3.0,3.806440242853081,0.4665164957684037,1.261937946767605,3.682143176403654,140.34183472552724,-1.1376408803181777,Madam Mim,Purple Dragon,Enchanted,39.73145440593027,-0.6794255961667528
crd_248b8f0ae7a84f368e48086307f50ff7,graded,102.5,CGC_10,2.0,4.629862798578463,0.47742080195520825,1.261937946767605,4.50149825476639,318.440677422469,-1.1335734029555322,Jafar,High Sultan of Lorcana,Enchanted,90.152100980785,-0.6781190115858996
crd_dbecb4ca526f46ac8faa1a361f1c8bdf,graded,44.51,PSA_9,6.0,3.795713883027763,0.43527528164806206,0.536857305571269,4.379738776328317,136.53706031308252,-1.120882198871823,Mirabel Madrigal,Musically Talented,Enchanted,79.81718054460745,-0.6740079221133253
crd_68c45595c25041f3bcf2073a5b533edd,graded,95.76,ACE_10,36.0,4.561845061249718,0.21763764082403103,1.6057765256190977,4.067549336937604,291.00075525807597,-1.1114808013069837,Ursula,Sea Witch Queen,Enchanted,58.413634902292166,-0.6709286891194677
crd_c2a0cc56159841db921d13a52589d13a,graded,425.0,PSA_10,5.0,6.052089168924417,0.44544935907016964,1.8374737602039684,5.308628664721605,1269.1496965297142,-1.0940132560011566,The Headless Horseman,Terror of Sleepy Hollow,Enchanted,202.07292856034258,-0.6651301251837397
crd_ee9f19ba64f54bf78ba3cf40e0cac256,graded,100.0,graded_other,116.0,4.605170185988092,0.03427578061545706,0.7914881086636676,4.899304620447644,296.1282771246416,-1.08562254312322,Scrooge McDuck,Richest Duck in the World,Enchanted,134.19642977862188,-0.6623085070734072
crd_fbad358f2f804554838545c738341380,graded,400.0,PSA_10,2.0,5.991464547107982,0.47742080195520825,1.8374737602039684,5.201479768853877,1140.1938024145509,-1.047488981949864,Angel,Experiment 624,Enchanted,181.54068145803365,-0.6491824467446384
crd_41acb92e0c494214949c72c409593b50,graded,76.0,PSA_9,4.0,4.330733340286331,0.4558612442791084,0.536857305571269,4.83778306868257,215.8622287350597,-1.0439070339675078,Lilo,Rock Star,Enchanted,126.18928841883624,-0.6479235832718134
crd_ca78ff510359490a862b871b577a5fec,graded,425.0,BGS_9.5,3.0,6.052089168924417,0.4665164957684037,1.3974563958329538,5.691957909220656,1199.2052264430429,-1.0373251361291924,Mufasa,Ruler of Pride Rock,Enchanted,296.4735209995496,-0.6455986092884279
crd_7c5be60911d844b48189f3a042abdcfa,graded,202.5,PSA_10,6.0,5.310739886546594,0.43527528164806206,1.8374737602039684,4.502106243624174,566.5583090841178,-1.0288401172815478,Ursula,Deceiver of All,Enchanted,90.20692911944687,-0.6425787129883315
crd_07d1ea2923ad44b9b2dddf78993e103b,graded,26.0,PSA_8,2.0,3.258096538021482,0.47742080195520825,-0.6445711756794924,4.925281027145104,72.29173819443359,-1.0226133134441295,Tramp,Enterprising Dog,Enchanted,137.72804152305548,-0.6403461771790406
crd_1a6358dd0385477eb83213749cb5d38f,graded,200.0,PSA_9,0.0,5.298317366548036,0.5,0.536857305571269,5.766673254280695,546.4979518504682,-1.0052131933039279,Stitch,Experiment 626,Enchanted,319.47315688565106,-0.6340333951430369
crd_7c621010e3e6471d9916eee4bcd0b11d,graded,71.0,PSA_9,2.0,4.2626798770413155,0.47742080195520825,0.536857305571269,4.726692708463432,193.16601761288408,-1.0008701369933855,Aladdin,Heroic Outlaw,Enchanted,112.92147983512059,-0.6324405251119888
crd_248b8f0ae7a84f368e48086307f50ff7,justtcg,33.22,justtcg,0.0,3.503152104185149,1.5,0.0,4.50149825476639,90.152100980785,-0.998346150581241,Jafar,High Sultan of Lorcana,Enchanted,90.152100980785,-0.6315116382359129
crd_b73d08030c9646ab8a227158b8e453d4,graded,2500.0,PSA_10,2.0,7.824046010856292,0.47742080195520825,1.8374737602039684,6.980247007736197,6752.855746421786,-0.9936747570838742,Moana,Curious Explorer,Iconic,1075.1839129428015,-0.6297862572697923
crd_4656262d1cbc478aab92978dc7729663,graded,2000.0,PSA_10,5.0,7.600902459542082,0.44544935907016964,1.8374737602039684,6.734466383535167,5281.366466755659,-0.9710376841970518,Hades,Looking for a Deal,Iconic,840.8946491149553,-0.6213101263490624
crd_51bf217683f54e1bb4e6835392851031,graded,93.0,PSA_9,2.0,4.532599493153256,0.47742080195520825,0.536857305571269,4.961901893040525,244.3885064594933,-0.966159705458538,Mickey Mouse,Trumpeter,Enchanted,142.8652521035368,-0.6194583724606766
crd_d08869cde8294b0b9f73d0f7192e2335,graded,300.0,PSA_10,1.0,5.703782474656201,0.48857998421712295,1.8374737602039684,4.8134899072708865,773.5293915950508,-0.947181192818654,Robin Hood,Sharpshooter,Enchanted,123.1606877537888,-0.6121672902675526
crd_7c421033c14c40e7a5be957ba42bb1b7,graded,61.0,PSA_10,0.0,4.110873864173311,0.5,1.8374737602039684,3.2007134529905703,154.19024747688738,-0.9273133490212269,RLS Legacy,Solar Galleon,Enchanted,24.550039249344874,-0.6043848362773806
crd_831e34ca1c2143dd82785500356c339e,graded,61.47,PSA_9,6.0,4.118549250918918,0.43527528164806206,0.536857305571269,4.483110905886144,151.40649072587456,-0.9014189605384946,The Horned King,Wicked Ruler,Enchanted,88.50958983723362,-0.5940068374526092
crd_54bfc0bd37f44871a4ef50193d58ca2c,graded,354.67,PSA_10,6.0,5.871187779685555,0.43527528164806206,1.8374737602039684,4.927008615391961,866.5175610484423,-0.8932945959103744,Simba,King in the Making,Enchanted,137.966184516142,-0.5906949657536458
crd_b20587f1945e42d59b750f9b69cc4a6b,graded,77.0,CGC_9,1.0,4.343805421853684,0.48857998421712295,0.4221935450757942,4.808956581289892,187.00776243968207,-0.8873447045120022,Minnie Mouse,Musketeer Champion,Enchanted,122.60362383833801,-0.5882523859145378
crd_69d9b22e10244e2fb65ffbdb5f99da83,graded,8071.2,BGS_10,10.0,8.99605744909417,0.3968502629920499,2.7612936197634506,7.119406259821572,19549.40010125729,-0.8846424304908531,Winnie the Pooh,Hunny Wizard,Enchanted,1235.7165210628511,-0.5871382263294659
crd_95167fa28eb2442c8d04fc67d2db7fa7,graded,269.04,ACE_10,0.0,5.594860067432014,0.5,1.6057765256190977,4.862982192358771,644.6829966880628,-0.8738986505458541,Lilo,Causing an Uproar,Enchanted,129.4095514042727,-0.5826786166501331
crd_3ecab24376cb4cd5989309e000f797c1,graded,277.0,PSA_10,6.0,5.6240175061873385,0.43527528164806206,1.8374737602039684,4.6548086034757095,660.0280695119515,-0.8682648574923393,Jafar,Striking Illusionist,Enchanted,105.0891043846117,-0.5803208790728798
crd_08b670dabf3b4ff0a56cb4525b0b57db,graded,28.97,PSA_8,6.0,3.366260811781259,0.43527528164806206,-0.6445711756794924,4.874410007994799,68.70615806905634,-0.8635780205340473,Mulan,Considerate Diplomat,Enchanted,130.89690229848742,-0.5783492948203806
crd_aed92d8e19b14ef19a92fb436dde357c,graded,510.0,PSA_10,0.0,6.234410725718371,0.5,1.8374737602039684,5.25590604308777,1203.970113988184,-0.8589690775733674,Genie,Of the Lamp,Enchanted,191.69509120788396,-0.5764014454556426
crd_eaf7db4a652b47939bddb0db4c9030e9,graded,62.0,PSA_9,6.0,4.127134385045092,0.43527528164806206,0.536857305571269,4.437342858343391,144.63309610281988,-0.8470657788695686,Cinderella,Melody Weaver,Enchanted,84.54998165255068,-0.5713290963782998
crd_ae7e15af9559439ba734caac9aa567e5,graded,37.0,PSA_9,6.0,3.6109179126442243,0.43527528164806206,0.536857305571269,3.9199197232029777,86.20921105731352,-0.8458591161300224,Gadget Hackwrench,Brilliant Bosun,Enchanted,50.396398954185265,-0.5708115229658964
crd_8ac9f95c19af4213b7c6aed341965206,graded,295.0,PSA_10,6.0,5.68697535633982,0.43527528164806206,1.8374737602039684,4.694959528470139,687.0680139288708,-0.8454579323342868,Piglet,Sturdy Swordsman,Enchanted,109.39438119425543,-0.5706393049603671
crd_266d7d17b42a44be9472057e4e6dd1b1,graded,63.88,graded_other,4.0,4.1570063233468115,0.4558612442791084,0.7914881086636676,4.204968759892622,147.888242245751,-0.8394505452094778,Captain Hook,Master Swordsman,Enchanted,67.0185039683409,-0.5680522059769404
crd_8016f590ebb344a2934d76f614fedbba,graded,760.0,PSA_10,1.0,6.633318433280377,0.48857998421712295,1.8374737602039684,5.631588849869358,1752.9627055883345,-0.8357441767929492,Beast,Gracious Prince,Enchanted,279.10522182203664,-0.5664482777772921
crd_d0659baf8fad4748ae9abf7260279d8c,graded,450.0,PSA_10,4.0,6.1092475827643655,0.4558612442791084,1.8374737602039684,5.099292170291676,1029.4355594635003,-0.8275183477312789,Freeze the Vine,,Enchanted,163.90584880077137,-0.5628672471402468
crd_789d5871174e4da293165a39bdfece14,graded,87.0,PSA_9,2.0,4.465908118654584,0.47742080195520825,0.536857305571269,4.744142426328279,196.56629074530596,-0.8150916132449648,Darkwing Duck,Cool Under Pressure,Enchanted,114.90922011522599,-0.5574012224063013
crd_80cf71e223cf491796609458b2866665,graded,250.0,CGC_10,11.0,5.521460917862246,0.38778619045843365,1.261937946767605,5.066282296569918,560.1587598806077,-0.8067593254752774,Simba,Returned King,Enchanted,158.5836630382216,-0.5536979551060044
crd_54102dba80604a609eed679b7f33fad3,graded,510.0,PSA_10,5.0,6.234410725718371,0.44544935907016964,1.8374737602039684,5.195885385141203,1133.83292994744,-0.7989484196268002,Aurora,Waking Beauty,Enchanted,180.52790878736874,-0.5501982818371298
crd_5739e1f6076840cd901a1bc283ca6e96,graded,799.0,PSA_10,5.0,6.683360945766275,0.44544935907016964,1.8374737602039684,5.6346041851798,1758.256453133327,-0.7887169996174936,Mickey Mouse,Wayward Sorcerer,Enchanted,279.9480877758329,-0.5455725479772134
crd_cf079ada81bd48cdb9290647f227982c,graded,159.32,PSA_9,6.0,5.070914758313443,0.43527528164806206,0.536857305571269,5.322288963342657,350.42484769299466,-0.7882315106004825,Rapunzel,High Climber,Enchanted,204.85224503510378,-0.5453518748773792
crd_7a288d030d1a471fbb818ccfdddc6052,graded,65.0,graded_other,4.0,4.174387269895637,0.4558612442791084,0.7914881086636676,4.170631712286337,142.89638982203064,-0.7877325510543676,Chernabog,Evildoer,Enchanted,64.7563465690221,-0.5451249672510705
crd_3f0711ce8e06486a8bde68218e75d360,graded,400.0,PSA_10,1.0,5.991464547107982,0.48857998421712295,1.8374737602039684,4.9403839866640995,878.1854121130258,-0.7863931997600861,Alice,Growing Girl,Enchanted,139.8239297774561,-0.5445153216135201
crd_e6a1d03334964fb78033020d86a5f502,graded,2200.0,PSA_10,1.0,7.696212639346407,0.48857998421712295,1.8374737602039684,6.644803328629324,4828.432157281602,-0.7860644494868856,Ariel,Adventurous Collector,Enchanted,768.7788359755419,-0.5443655562847143
crd_aa7db27471b142cfa97cd5ca3409669d,graded,255.0,PSA_10,8.0,5.541263545158426,0.4156189480713939,1.8374737602039684,4.484942805659309,556.917194702001,-0.7811530207048518,The Glass Slipper,,Enchanted,88.67187913826132,-0.5421222357186386
crd_fbccd8fc95fa45009665824b0731c3d3,graded,139.99,TAG_9,42.0,4.941570991486734,0.18946457081379978,0.825439368638622,4.892297093025289,304.2155394922277,-0.776165470177177,Lilo,Best Explorer Ever,Enchanted,133.2593318214962,-0.5398328427480721
crd_e97e4b9894fe4c9798b0d925092d3eea,graded,95.92,PSA_9,1.0,4.5635145107192585,0.48857998421712295,0.536857305571269,4.788750005449714,205.53314511360634,-0.7620928003017244,Snow White,Well Wisher,Enchanted,120.15108655347139,-0.5333112819979416
crd_e08d7a85c4e84f1e83a7521ff9c15a89,graded,11.47,PSA_8,2.0,2.4397349311412793,0.47742080195520825,-0.6445711756794924,3.844510560137015,24.531043189551454,-0.7602044533162435,Lady Tremaine,Imperious Queen,Enchanted,46.73580438649019,-0.5324291791681556
crd_f839f8a7cb9a47ae962503f3ea69bec5,graded,360.0,PSA_10,2.0,5.886104031450156,0.47742080195520825,1.8374737602039684,4.804634950424459,766.7100592187345,-0.7560046791782717,Maui,Hero to All,Enchanted,122.074919488724,-0.5304613580173523
crd_21bfac43fba64c06ab62139f3befd6c1,graded,116.0,CGC_10,2.0,4.7535901911063645,0.47742080195520825,1.261937946767605,4.238105445109354,244.70255013680114,-0.7464532007705946,Daisy Duck,Pirate Captain,Enchanted,69.2764793391057,-0.525955083283153
crd_d72f9b00497a4ff0ac7ddb0f85da659d,graded,1625.0,PSA_10,6.0,7.393263094763838,0.43527528164806206,1.8374737602039684,6.299566074542376,3418.782712725889,-0.7437767399825068,Mickey Mouse,Steamboat Pilot,Enchanted,544.335657772281,-0.5246846212392531
crd_ae4635bbf7ef4b4fb6a30c61f633fa0d,graded,51.97,graded_other,90.0,3.9506666290203505,0.0625,0.7914881086636676,3.899047783877381,108.91152904760911,-0.7398692635206983,Royal Tantrum,,Enchanted,49.355429686872064,-0.5228237042078249
crd_865641f3cac34a65a36bb2404f4e39dd,graded,355.0,PSA_10,5.0,5.872117789475416,0.44544935907016964,1.8374737602039684,4.773692641575296,743.3495574986724,-0.739048612303848,Tigger,In the Crow's Nest,Enchanted,118.35548039645666,-0.5224319481744845
crd_f5d62175b09243eda1bf9f34ea01d884,graded,305.0,PSA_10,2.0,5.720311776607412,0.47742080195520825,1.8374737602039684,4.621741035913126,638.5594602999612,-0.7389030195096824,Cruella De Vil,Style Icon,Enchanted,101.67089079842356,-0.5223624126456018
crd_c75fe9ce070a454696dd8d42c6931c68,graded,174.0,CGC_10,7.0,5.159055299214529,0.42533358047542785,1.261937946767605,4.627707370836626,361.2771230098146,-0.7305900183897025,We Could Be Immortals,,Enchanted,102.27930658625768,-0.5183752612111201
crd_45acf301d7e2469fb961cc1f06bd2889,graded,69.99,graded_other,113.0,4.248352374701448,0.03673587207136277,0.7914881086636676,4.175804838269764,143.63752619225448,-0.7189405722319835,Second Star to the Right,,Enchanted,65.09220728394217,-0.5127317919251791
crd_19431b87131547d98fef8a693077a77e,graded,84.99,graded_other,116.0,4.442533602510535,0.03427578061545706,0.7914881086636676,4.3643543982780635,173.4418712005655,-0.7133089044311962,Arthur,Wizard's Apprentice,Enchanted,78.59864014081575,-0.5099799176998103
crd_ee377c93c09341fe808b8582cbded0f2,graded,1275.0,PSA_10,2.0,7.150701457592526,0.47742080195520825,1.8374737602039684,6.020011527004788,2585.0116332143716,-0.7067838296162297,Circle of Life,,Enchanted,411.58334002245283,-0.506772045580862
crd_9c3f1e9961584a3ca4c8c32241d25d0b,graded,188.4,PSA_10,13.0,5.238567362142263,0.37027438807164104,1.8374737602039684,4.097416099208153,377.9983609171313,-0.6963224972698585,Shere Khan,Menacing Predator,Enchanted,60.18457553934871,-0.5015851403617516
crd_cbc18e77d7ec4d50bf19650a9a559686,graded,2001.0,PSA_10,6.0,7.601402334583733,0.43527528164806206,1.8374737602039684,6.4537347855805125,3988.6517510859826,-0.6898062112007484,Elsa,Spirit of Winter,Enchanted,635.0697183737709,-0.4983267216910598
crd_8b02499c992945e2990cb669d7468256,graded,122.0,ACE_10,42.0,4.804021044733257,0.18946457081379978,1.6057765256190977,3.885596644726164,242.59009577462382,-0.687352125612005,Namaari,Morning Mist,Enchanted,48.69598799811948,-0.49709406061926353
crd_458325805fc445799aabfe4c4046f89b,graded,73.1,PSA_9,1.0,4.291828366755733,0.48857998421712295,0.536857305571269,4.417322175850966,141.76623680679205,-0.6623511146665022,Beast,Relentless,Enchanted,82.87406578397743,-0.48436241487015486
crd_ad5f241dfb68479189af1ac3802327d7,graded,114.46,PSA_10,1.0,4.740225416980956,0.48857998421712295,1.8374737602039684,3.5614427341422346,221.16665101736737,-0.6586910773652468,Restoring Atlantis,,Enchanted,35.21396490356119,-0.4824717041494114
crd_a9c86e6316084d76a03b32be95977091,graded,330.0,PSA_10,6.0,5.799092654460526,0.43527528164806206,1.8374737602039684,4.6184093667873825,636.4355315397034,-0.6567904725308251,Hades,King of Olympus,Enchanted,101.33272067884478,-0.4814871520424953
crd_34dd94ad32194a96931c9e2ff311ad26,graded,60.0,graded_other,116.0,4.0943445622221,0.03427578061545706,0.7914881086636676,3.957979176954143,115.52272751407378,-0.65512272339571,Yen Sid,Powerful Sorcerer,Enchanted,52.35142601445017,-0.4806216811952404
crd_306fb0ac65b44f289a2cbacac51ba9fe,graded,405.0,PSA_10,2.0,6.003887067106539,0.47742080195520825,1.8374737602039684,4.8065628355816905,768.1896139093058,-0.6401495286791201,Donald Duck,Pie Slinger,Enchanted,122.31049292037389,-0.4727864154021027
crd_050ae6da90154532905911c8c2569802,graded,275.42,TAG_9,7.0,5.61829720529898,0.42533358047542785,0.825439368638622,5.43286903952186,522.3346153877461,-0.6400112028615021,Hades,Infernal Schemer,Enchanted,228.80475451710973,-0.47271348310786054
crd_9a1fff8a9426484ebc7fae9cb8605572,graded,2550.0,TAG_10,6.0,7.843848638152472,0.43527528164806206,2.1452402789916394,6.330101106843008,4795.059451258093,-0.6314927476821763,Spooky Sight,,Enchanted,561.213333492963,-0.4682026310787556
crd_f9edf9a591974716b2d7f02764f93737,graded,72.5,graded_other,17.0,4.283586561860629,0.3375874865420475,0.7914881086636676,4.121744823569889,136.07863704940652,-0.629646370372928,Sisu,Divine Water Dragon,Enchanted,61.66674604156432,-0.46721982544786095
crd_c607f55525894e1bbdb8121eed6bf886,raw,31.0,raw,6.0,3.4339872044851463,0.8705505632961241,0.0,4.06322993469663,58.161867051542046,-0.6292427302114838,Webby Vanderquack,Junior Prospector,Enchanted,58.161867051542046,-0.4670047305646441
crd_d2d94d7cffe349d9a618f8bdb6695f29,graded,1525.0,PSA_10,6.0,7.329749689041512,0.43527528164806206,1.8374737602039684,6.117238074066723,2848.9672360410555,-0.6249621452291789,I2I,,Enchanted,453.61012521488806,-0.4647183088987885
crd_021c1d57c42d4fb7836097cbe9eacfb7,graded,499.0,PSA_10,4.0,6.212606095751519,0.4558612442791084,1.8374737602039684,4.997563121043204,929.8626445871636,-0.6224307854956539,Belle,Strange but Special,Enchanted,148.05193450731278,-0.4633616019476253
crd_37f652aa15934d2b9bd7ad15eb18bbfb,graded,80.0,graded_other,5.0,4.382026634673881,0.44544935907016964,0.7914881086636676,4.210606116548374,148.72429536315403,-0.6200675905381603,The Islands I Pulled From the Sea,,Enchanted,67.39737809866769,-0.4620919211305961
crd_ec8ba95c2c20470ab00ef4f03c8db8ee,raw,71.31,raw,8.0,4.267036570040212,0.8312378961427878,0.0,4.886155011528085,132.44335062195,-0.6191184414878723,Mickey Mouse,Inspirational Warrior,Enchanted,132.44335062195,-0.4615811238153491
crd_c607f55525894e1bbdb8121eed6bf886,graded,197.5,PSA_10,6.0,5.285738584341177,0.43527528164806206,1.8374737602039684,4.06322993469663,365.2944332720123,-0.6149651105594218,Webby Vanderquack,Junior Prospector,Enchanted,58.161867051542046,-0.4593402417032348
crd_b42271147bf14a5e89d33571e64abb6d,graded,260.0,CGC_10,3.0,5.560681631015528,0.4665164957684037,1.261937946767605,4.909180998773475,478.72146976601726,-0.6104373145255524,Tinker Bell,Giant Fairy,Enchanted,135.52837104023388,-0.4568866942042957
crd_b5e74b533270492982dff9472aee8664,graded,130.0,CGC_10,116.0,4.867534450455582,0.03427578061545706,1.261937946767605,4.2111460049030836,238.19363889426614,-0.6055495012151066,Peter Pan,Pirate's Bane,Enchanted,67.43377498248391,-0.4542255594923473
crd_1f6ec070467643d195c82c92cf93c955,graded,800.0,BGS_9.5,23.0,6.684611727667927,0.2938869765709022,1.3974563958329538,5.880388428601656,1447.864258518878,-0.5932330967666832,Into the Unknown,,Enchanted,357.9482520483174,-0.4474620149692927
crd_68c45595c25041f3bcf2073a5b533edd,raw,32.46,raw,6.0,3.480008562086445,0.8705505632961241,0.0,4.067549336937604,58.413634902292166,-0.5875407748511585,Ursula,Sea Witch Queen,Enchanted,58.413634902292166,-0.44430782206422387
crd_40690491af114f2e810a6fd1c6ddcafa,graded,120.0,CGC_10,11.0,4.787491742782046,0.38778619045843365,1.261937946767605,4.112802859320558,215.8839092633423,-0.5872490633061176,Maleficent,Mistress of All Evil,Enchanted,61.11778226817139,-0.44414569659464515
crd_87abaabc59344ef1bfed548f0b6753bf,graded,950.0,PSA_10,0.0,6.856461984594587,0.5,1.8374737602039684,5.605749129963089,1708.2468508545664,-0.5867609055724703,Ohana Means Family,,Enchanted,271.9856016985488,-0.4438742857774017
crd_b29e4a26e9324724aab37e97a7738476,graded,405.0,PSA_10,5.0,6.003887067106539,0.44544935907016964,1.8374737602039684,4.752072217299447,727.4505160110338,-0.5856589103968766,You Came Back,,Enchanted,115.82404861697916,-0.4432611001215416
crd_ae2a969b746542268ff0bcfc735ea367,graded,69.99,PSA_10,1.0,4.248352374701448,0.48857998421712295,1.8374737602039684,2.9925011646193878,125.20782100717275,-0.5816225501219074,The Wall,Border Fortress,Enchanted,19.935482109604887,-0.4410093599824687
crd_f799b47b4b894912a8d83942d0fa4d22,raw,60.0,raw,1.0,4.0943445622221,0.9771599684342459,0.0,4.675362746971752,107.27147243700172,-0.5810181847496514,You're Welcome,,Enchanted,107.27147243700172,-0.44067142328789494
crd_bbb647e1cbe3487baa2ad65b27a999ba,graded,178.29,PSA_10,9.0,5.1834114380466785,0.4061261981781178,1.8374737602039684,3.9252872646383135,318.22574626579865,-0.5793495867956038,Pride Lands,Pride Rock,Enchanted,50.66763098715744,-0.439737349689227
crd_45acf301d7e2469fb961cc1f06bd2889,raw,36.81,raw,4.0,3.60576954739093,0.9117224885582168,0.0,4.175804838269764,65.09220728394217,-0.5700352908788342,Second Star to the Right,,Enchanted,65.09220728394217,-0.43449451883803614
crd_a8b66e0b4abe48f58f9c47dc25593197,raw,102.5,raw,4.0,4.629862798578463,0.9117224885582168,0.0,5.19322974674901,180.04912795768712,-0.5633669481705468,Jasmine,Steady Strategist,Enchanted,180.04912795768712,-0.43071093338431343
crd_6155d5f7f7da4f3da02d755d51f10fa7,graded,100.0,PSA_9,11.0,4.605170185988092,0.38778619045843365,0.536857305571269,4.626902185457983,174.82045765784042,-0.5585893050411599,Anna,True-Hearted,Enchanted,102.19698593019845,-0.42798456576677885
crd_b8f5f89ae4fa49e29637b1fffd9c9e4c,graded,92.8,CGC_10,11.0,4.530446639792155,0.38778619045843365,1.261937946767605,3.824884918815823,161.87474636305686,-0.556376225791273,Yzma,Conniving Chemist,Enchanted,45.82752617687896,-0.4267172484590909
crd_42ef053d7aab445fa7b0a2bf2e028864,raw,42.0,raw,0.0,3.7376696182833684,1.0,0.0,4.28802783003303,72.8227080284996,-0.5503582117496619,Hercules,Divine Hero,Enchanted,72.8227080284996,-0.4232568228091291
crd_3ecab24376cb4cd5989309e000f797c1,justtcg,60.83,justtcg,0.0,4.108083088332614,1.5,0.0,4.6548086034757095,105.0891043846117,-0.5467255151430956,Jafar,Striking Illusionist,Enchanted,105.0891043846117,-0.4211578797229964
crd_715c77fe8d9b410d8194beea91b7163d,graded,1025.0,PSA_10,4.0,6.932447891572509,0.4558612442791084,1.8374737602039684,5.634733638530773,1758.4840800562713,-0.5397595071622323,Can't Hold it Back Anymore,,Enchanted,279.98433033970406,-0.4171115839915932
crd_be9c85638bda44878c44cf4cc7e7cfb0,graded,730.0,PSA_10,6.0,6.593044534142437,0.43527528164806206,1.8374737602039684,5.2866437927117556,1241.5520794939614,-0.531073018773287,Powerline,World's Greatest Rock Star,Enchanted,197.67885959357682,-0.41202627577448264
crd_1a8604b7ba6c45e2bc8b32b0a70d08b5,graded,499.0,PSA_10,2.0,6.212606095751519,0.47742080195520825,1.8374737602039684,4.904268531208704,847.0352331890314,-0.5291361956611533,Mickey Mouse,Artful Rogue,Enchanted,134.86422494707887,-0.4108863711355923
crd_7a1524eb2f994287ab6de2e677431724,graded,500.0,PSA_10,1.0,6.214608098422191,0.48857998421712295,1.8374737602039684,4.905014461062831,847.6672977655761,-0.527880122844608,Baymax,Personal Healthcare Companion,Enchanted,134.964861728044,-0.41014593659802157
