id,tcgplayer_id,name,version,set_name,rarity,true_value_usd,true_value_se,fair_structural_usd,fair_full_usd,fair_char_usd,delta_structural,delta_full,delta_char,premium_component,fame_premium,mispricing_pct,umap_x,umap_y
crd_248b8f0ae7a84f368e48086307f50ff7,634261,Jafar,High Sultan of Lorcana,Promo Set 2,Enchanted,90.152100980785,0.05570498343869437,70.78040874686914,168.1668860377474,183.76368082393947,0.24191600497355825,-0.6234586008444225,-0.7121523340186506,0.8653746058179808,0.08869373317422773,-0.5094128471057453,14.020612,5.8584094
crd_82807328c2514c0d8f22366b4720a583,677168,Tamatoa,Seeker of Shine,Winterspell,Enchanted,118.66184013124374,0.08496656776574263,229.2920365275129,211.69656515642842,239.15131116078706,-0.6587186914634673,-0.5788761846514605,-0.7008186843932869,-0.07984250681200677,0.12194249974182597,-0.5038210764754512,11.617017,3.9839628
crd_26dd3cd037974467a3c4078d58f4ae25,528107,Madam Mim,Purple Dragon,Rise of the Floodborn,Enchanted,39.73145440593027,0.1001745340008197,125.62017269913136,79.83090736344579,79.83090736344579,-1.1511196753958068,-0.6977675633856983,-0.6977675633856983,-0.4533521120101085,0.0,-0.5023048626386637,14.646611,5.5739007
crd_9a1c82a2d3dd4ef898fb86f089242018,659443,Baloo,Carefree Bear,Whispers in the Well,Enchanted,85.12884387374834,0.1013709881078543,168.8631345713726,170.23729241895165,170.23729241895165,-0.6849226131174708,-0.6930273824439235,-0.6930273824439235,0.008104769326452654,0.0,-0.4999400973539487,13.858406,6.724065
crd_ec8ba95c2c20470ab00ef4f03c8db8ee,619749,Mickey Mouse,Inspirational Warrior,Archazia's Island,Enchanted,132.44335062195,0.09087793720759357,125.74969248219247,216.66863982338688,261.4407333319658,0.05186164802086868,-0.4922141695291913,-0.6800526051119489,0.54407581755006,0.18783843558275798,-0.49340965757704125,13.48416,5.089581
crd_c43f19388b414266aeddb6cd78f7c020,619744,Ratigan,Nefarious Criminal,Archazia's Island,Enchanted,47.278542938466735,0.124655582155059,122.04078733117122,90.01925161958287,90.01925161958287,-0.9482987563379868,-0.6439669994310608,-0.6439669994310608,-0.30433175690692593,0.0,-0.47479520116137336,11.56366,7.1020207
crd_2319774247e242a19dfa6a0fe584fff0,677163,Tod,Knows All the Tricks,Winterspell,Enchanted,123.20750605407338,0.0957878485425545,214.2025278488058,232.46855241324724,232.46855241324724,-0.5530519842852097,-0.6348849824344143,-0.6348849824344143,0.08183299814920453,0.0,-0.47000355628724433,13.219257,6.9555154
crd_7ad03b4873f042bcae4da820a7061ba4,539275,Gramma Tala,Spirit of the Ocean,Into the Inklands,Enchanted,38.284829578493316,0.10461615079212569,95.47229563695862,71.70429828189836,71.70429828189836,-0.9137823841936692,-0.6274969707882674,-0.6274969707882674,-0.2862854134054018,0.0,-0.4660734363792211,11.732576,4.8436646
crd_5547bd08bb6344d4bcd03d37e415c75f,660027,"Malicious, Mean, and Scary",,Whispers in the Well,Enchanted,74.22418659049956,0.15274823486384237,162.7778934485486,138.4138608173394,138.4138608173394,-0.7852965928302424,-0.6231581266932817,-0.6231581266932817,-0.1621384661369607,0.0,-0.4637517792495437,13.252414,9.704721
crd_51faef6e502845188f6fee9429829df2,660365,Goofy,Galumphing Gumshoe,Whispers in the Well,Enchanted,82.46719407780803,0.12155441047143645,142.85275952775478,173.92169246521527,153.53010529622588,-0.5494138794341996,-0.7462045878951216,-0.6214961067892659,0.19679070846092195,-0.12470848110585589,-0.46285978298071767,12.384569,6.3948526
crd_c607f55525894e1bbdb8121eed6bf886,660173,Webby Vanderquack,Junior Prospector,Whispers in the Well,Enchanted,58.161867051542046,0.11089436405780723,102.32503434326381,104.84350781607573,104.84350781607573,-0.5649244233110382,-0.589238901955766,-0.589238901955766,0.0243144786447278,0.0,-0.4452506572598285,13.280507,7.50006
crd_67714955a33e4508913f44b8ccb08e5c,528108,Pete,Bad Guy,Rise of the Floodborn,Enchanted,51.20239348135875,0.09004738113155841,129.50818070120627,91.9957110776623,91.9957110776623,-0.9279577719466361,-0.5859556786056808,-0.5859556786056808,-0.3420020933409553,0.0,-0.4434262980136764,12.92711,7.7777457
crd_34dd94ad32194a96931c9e2ff311ad26,550538,Yen Sid,Powerful Sorcerer,Ursula's Return,Enchanted,52.35142601445017,0.11633193443568836,114.37151654238139,93.49739947048224,93.49739947048224,-0.7814728897176817,-0.5799544458037831,-0.5799544458037831,-0.20151844391389861,0.0,-0.4400761271335908,14.306468,6.3630695
crd_ae4635bbf7ef4b4fb6a30c61f633fa0d,561976,Royal Tantrum,,Shimmering Skies,Enchanted,49.355429686872064,0.11870636196708284,83.47755976653511,86.63913907778624,86.63913907778624,-0.5255300665499796,-0.5627038819906636,-0.5627038819906636,0.03717381544068399,0.0,-0.4303333318841057,11.895455,10.026265
crd_60630688715e45079236d447087a9a83,592001,Sugar Rush Speedway,Finish Line,Azurite Sea,Enchanted,26.469878468241763,0.115107022893329,42.8109295555667,45.23968853304198,45.23968853304198,-0.4807860085091904,-0.5359673415283472,-0.5359673415283472,0.05518133301915684,0.0,-0.414896978149865,10.252783,7.4580164
crd_08b670dabf3b4ff0a56cb4525b0b57db,651111,Mulan,Considerate Diplomat,Fabled,Enchanted,130.89690229848742,0.08315058819139677,218.09806592291955,252.29117737278574,222.91889278593686,-0.5105347973280709,-0.6561738782448563,-0.5323979878268812,0.14563908091678535,-0.12377589041797496,-0.4128048068846984,11.380626,4.9759526
crd_9c2a04a39aee4b989bf2b1f18bf923ba,561995,King Candy,Sweet Abomination,Shimmering Skies,Enchanted,53.11160156764201,0.10721092132409267,124.27447144577701,85.52007912588925,85.52007912588925,-0.8500972092201264,-0.476355802299139,-0.476355802299139,-0.37374140692098745,0.0,-0.37895752540804556,11.077814,4.769539
crd_a728498e9f554bb2b5e4fd82595ed11e,631975,Fantastical and Magical,,Reign of Jafar,Enchanted,70.08883168187621,0.1496929997602347,196.2906590589665,112.61890628293256,112.61890628293256,-1.0298330535762776,-0.4742461466630896,-0.4742461466630896,-0.555586906913188,0.0,-0.3776459566585384,13.956441,10.084529
crd_41acb92e0c494214949c72c409593b50,677158,Lilo,Rock Star,Winterspell,Enchanted,126.18928841883624,0.0764160121413196,192.70923289691314,183.29099394802617,198.4353074780011,-0.4233994189107184,-0.3732919521029281,-0.45268007141364297,-0.050107466807790324,0.07938811931071457,-0.36407844943206086,12.565169,6.605055
crd_eb10018264004dc59f9bf0f31295d757,592014,Captain Amelia,Commander of the Legacy,Azurite Sea,Enchanted,31.303946914742543,0.11263601746474049,66.40527839100021,48.2278345521582,48.2278345521582,-0.7520323580545112,-0.4321921456054101,-0.4321921456054101,-0.3198402124491011,0.0,-0.35091535405995766,12.747391,5.1869116
crd_dbecb4ca526f46ac8faa1a361f1c8bdf,619734,Mirabel Madrigal,Musically Talented,Archazia's Island,Enchanted,79.81718054460745,0.09539988464692217,121.49772861420502,122.89481385243495,122.89481385243495,-0.42015679174424925,-0.4315900412445597,-0.4315900412445597,0.011433249500310438,0.0,-0.35052441968424036,14.063335,5.7501054
crd_8dbe711cfb4541309eb32cf37fe48997,561991,Clarabelle,Light on Her Hooves,Shimmering Skies,Enchanted,69.34796972753998,0.09313573147688142,138.8359406520156,105.87828016475197,105.87828016475197,-0.6941560823751676,-0.42315326338369363,-0.42315326338369363,-0.27100281899147394,0.0,-0.34502175876269414,13.110703,7.1556263
crd_37f652aa15934d2b9bd7ad15eb18bbfb,592000,The Islands I Pulled From the Sea,,Azurite Sea,Enchanted,67.39737809866769,0.11274278391978917,124.45268892688529,101.7580665018105,101.7580665018105,-0.6133195185154205,-0.41199198229109424,-0.41199198229109424,-0.2013275362243263,0.0,-0.33767041360334277,13.863866,9.638373
crd_20f6a0577b714cf393648a074b1f0bb2,550540,The Queen,Diviner,Ursula's Return,Enchanted,55.578900527040766,0.15937464250518305,82.21711300336304,83.64683658478219,83.64683658478219,-0.3915598254735668,-0.4087999671313556,-0.4087999671313556,0.017240141657788755,0.0,-0.33555286970467224,11.752082,4.783087
crd_f799b47b4b894912a8d83942d0fa4d22,561983,You're Welcome,,Shimmering Skies,Enchanted,107.27147243700172,0.0831041568742987,110.93740622485487,159.5709955787859,159.5709955787859,-0.03360338740054303,-0.39712618956620815,-0.39712618956620815,0.3635228021656651,0.0,-0.32775081055355093,13.90968,9.652631
crd_c233fd3627b24b02bd616aa62bbdc83a,651110,Pongo,Determined Father,Fabled,Enchanted,180.29842081439574,0.0811741500634344,397.5277018717971,265.7210900642535,265.7210900642535,-0.7906512503943324,-0.3878338535774395,-0.3878338535774395,-0.4028173968168929,0.0,-0.32147493158786095,11.120479,5.906711
crd_66c2f5fd704b45bdbe79f585ac31d6fc,592034,Maleficent's Staff,,Azurite Sea,Enchanted,34.6262886440684,0.12688057393663932,49.95465241061737,50.728053125666335,50.728053125666335,-0.36650246113870555,-0.3818658926901568,-0.3818658926901568,0.015363431551451256,0.0,-0.31741341308151044,15.016427,7.7880692
crd_306fb0ac65b44f289a2cbacac51ba9fe,559716,Donald Duck,Pie Slinger,Shimmering Skies,Enchanted,122.31049292037389,0.08417973527803826,118.34666690837636,186.17582819566582,178.20879454216384,0.03294466302312937,-0.42012870448459694,-0.3763930303257057,0.4530733675077263,-0.04373567415889162,-0.31366746947252666,10.904567,6.720656
crd_6d0b490fddd34aab828b26cb90a827d6,561992,Vanellope von Schweetz,Sugar Rush Princess,Shimmering Skies,Enchanted,82.55733573963163,0.12742057321822614,128.5377082899441,120.23372981131399,120.23372981131399,-0.4427292803975176,-0.37594456619017613,-0.37594456619017613,-0.06678471420734144,0.0,-0.3133596049195923,11.074249,5.8441625
crd_42ef053d7aab445fa7b0a2bf2e028864,528113,Hercules,Divine Hero,Rise of the Floodborn,Enchanted,72.8227080284996,0.06729921730132518,89.09221945510737,103.86580271867408,103.86580271867408,-0.2016441768946251,-0.355071877404705,-0.355071877404705,0.15342770051007992,0.0,-0.2988769535075592,13.113896,5.1853404
crd_434537e486234e2095f03c19628e07d4,619742,Hiro Hamada,Armor Designer,Archazia's Island,Enchanted,73.8034147750334,0.11435178848926557,128.67105133302223,105.18839275606392,105.18839275606392,-0.5558541567334965,-0.35434795799746777,-0.35434795799746777,-0.2015061987360287,0.0,-0.29836921316797305,11.2513,4.712468
crd_ad336bbf94b74813aa25312a57af4525,561981,Arthur,King Victorious,Shimmering Skies,Enchanted,65.19745731351597,0.09379441021713356,103.59000776996227,88.9228528256543,91.58569078944917,-0.4630204051636859,-0.3103487017276878,-0.33985457547521225,-0.15267170343599812,0.02950587374752419,-0.2881261608497162,13.256856,5.9730935
crd_e08d7a85c4e84f1e83a7521ff9c15a89,528109,Lady Tremaine,Imperious Queen,Rise of the Floodborn,Enchanted,46.73580438649019,0.10628778363587378,97.13217014468486,92.50921842183722,65.34438065926075,-0.7315620697094469,-0.682797738030231,-0.33516088785437725,-0.0487643316792159,-0.3476368501758536,-0.28477699359957614,11.534349,7.331431
crd_9c3f1e9961584a3ca4c8c32241d25d0b,528110,Shere Khan,Menacing Predator,Rise of the Floodborn,Enchanted,60.18457553934871,0.08351897468719245,79.16445786115293,83.99991480998891,83.99991480998891,-0.27411133450797553,-0.3333996854678478,-0.3333996854678478,0.05928835095987228,0.0,-0.28351623123084624,11.346555,7.370005
crd_6155d5f7f7da4f3da02d755d51f10fa7,550674,Anna,True-Hearted,Ursula's Return,Enchanted,102.19698593019845,0.08614685343558465,84.99365687189497,126.33101766337488,142.55376602038237,0.18432555678878249,-0.21200340094698067,-0.33281704849512916,0.39632895773576315,0.12081364754814874,-0.28309865966230385,11.674803,5.0751123
crd_5b53a4c5b3854ab0ba71dd388aaa0d9f,657885,Ariel,Ethereal Voice,Whispers in the Well,Iconic,1131.8818073780278,0.08344218413917391,1220.5459858243116,1077.6235402659613,1573.6766971421646,-0.07541672411155353,0.04912337292379121,-0.3295331629411331,-0.12454009703534474,0.3786565358649242,-0.2807405679746336,13.303649,3.6190054
crd_ae57eb31413644379c43ec4208a4023b,561982,Finders Keepers,,Shimmering Skies,Enchanted,60.14339929413755,0.10585266419891115,89.60194941346761,83.39798038556611,83.39798038556611,-0.39864537761267016,-0.3268923940928081,-0.3268923940928081,-0.07175298351986203,0.0,-0.27883865992818796,11.832621,10.181591
crd_03fecbc6607a4948a586ccf4f0915c79,591994,Basil,Disguised Detective,Azurite Sea,Enchanted,38.52839695125954,0.09890428010981142,40.20710124985213,53.250246568185794,53.250246568185794,-0.042648075468258106,-0.3236068824047127,-0.3236068824047127,0.2809588069364546,0.0,-0.27646537933068993,13.204566,8.082659
crd_c88d044f605440a29cbf41b7cdc7d340,561978,Bad-Anon,Villain Support Center,Shimmering Skies,Enchanted,20.22802746844673,0.1271952375799273,23.61983250617512,27.685177628746885,27.685177628746885,-0.15501757839896957,-0.3138280251602765,-0.3138280251602765,0.15881044676130696,0.0,-0.26935533014449686,10.407202,7.755134
crd_8b02499c992945e2990cb669d7468256,527798,Namaari,Morning Mist,Rise of the Floodborn,Enchanted,48.69598799811948,0.09492088790073278,82.43345403196889,65.31768293585404,65.31768293585404,-0.5263947053289786,-0.2936661502401088,-0.2936661502401088,-0.2327285550888698,0.0,-0.25447465664172575,13.134559,5.4863625
crd_40690491af114f2e810a6fd1c6ddcafa,539159,Maleficent,Mistress of All Evil,Into the Inklands,Enchanted,61.11778226817139,0.09113085307047754,85.55206218972094,81.28443191807231,81.28443191807231,-0.3363222458086055,-0.28515164957418193,-0.28515164957418193,-0.05117059623442355,0.0,-0.24809977967524174,14.699021,6.248893
crd_b20587f1945e42d59b750f9b69cc4a6b,550537,Minnie Mouse,Musketeer Champion,Ursula's Return,Enchanted,122.60362383833801,0.11707926077602904,112.0682226994804,141.29228267209496,161.52852983189393,0.08984876419457066,-0.14187409029259346,-0.27572520107695286,0.23172285448716412,0.13385111078435916,-0.24097851960929675,11.578249,6.1992474
crd_5eb205c36e0b4038a8a46aa47dd50b0f,677162,Mulan,Resourceful Recruit,Winterspell,Enchanted,135.40370267570452,0.09241897569425918,158.23911894165408,208.82076969249326,173.12226376371,-0.15584659369183473,-0.4332156164629124,-0.2457373655358106,0.27736902277107767,-0.1874782509271018,-0.21787238838031003,13.417739,7.6449075
crd_51bf217683f54e1bb4e6835392851031,539276,Mickey Mouse,Trumpeter,Into the Inklands,Enchanted,142.8652521035368,0.08259036789325994,84.80467884582059,158.7092871696956,181.872700187615,0.521551176696117,-0.10517225306753009,-0.24140509978873315,0.626723429763647,0.13623284672120317,-0.21447665341658861,12.895176,5.297162
crd_a9c86e6316084d76a03b32be95977091,510148,Hades,King of Olympus,The First Chapter,Enchanted,101.33272067884478,0.09819531994931698,115.49290796052071,114.71588679773775,128.85651396412877,-0.13079975835001356,-0.12404915514759285,-0.24029012366356284,-0.006750603202420713,0.11624096851596968,-0.21360032518764321,11.985297,5.8347216
crd_9652fdf2822645ee91302352c74c9d6a,677167,Belle,Snowfield Strategist,Winterspell,Enchanted,230.44835549566565,0.07636504506956923,199.13214615088754,269.5651945370576,292.693598940571,0.14605812773439641,-0.15678348723808533,-0.2390995413639585,0.30284161497248174,0.08231605412587308,-0.21266349407779056,11.112685,4.5461755
crd_b3c4b83755bd417bb09f35ffea57cb68,677159,Raging Storm,,Winterspell,Enchanted,232.71820762855273,0.08098609948680499,275.72110926070803,294.7221443497339,294.7221443497339,-0.16956156883080098,-0.23620471660800746,-0.23620471660800746,0.06664314777720648,0.0,-0.21038099073954833,11.731469,10.268124
crd_24dfd54db49e4a5d8004c51d0882aa46,658884,The Black Cauldron,,Whispers in the Well,Enchanted,69.1793520672048,0.10359103451020386,83.09507108715829,87.47066777254332,87.47066777254332,-0.18328294950415547,-0.23460107413873388,-0.23460107413873388,0.05131812463457841,0.0,-0.20911370829936765,15.257189,8.049202
crd_1a8604b7ba6c45e2bc8b32b0a70d08b5,510156,Mickey Mouse,Artful Rogue,The First Chapter,Enchanted,134.86422494707887,0.0807070861369505,66.10740271564501,148.1336587648702,169.49741968244635,0.7129877979493839,-0.09384643476881038,-0.22856917238351748,0.8068342327181943,0.1347227376147072,-0.20432874317646144,12.786682,7.357244
crd_70fa88bf3a35452b8178209944e8604a,660031,The Sword of Hercules,,Whispers in the Well,Enchanted,50.52661571527737,0.12528229539729233,66.15054058936532,63.29131395207326,63.29131395207326,-0.2694328213930528,-0.22524785807880887,-0.22524785807880887,-0.04418496331424393,0.0,-0.20168167541065488,15.191575,7.9812984
crd_3088ee50256240d0b22c045f593df9a8,550542,Goofy,Super Goof,Ursula's Return,Enchanted,85.05573835987195,0.07778793091340366,113.64953907311299,131.6025599045149,106.33400811830963,-0.28981270762690503,-0.4364796838704956,-0.22327837304331766,0.1466669762435906,-0.21320131082717758,-0.20010785011285362,11.776448,7.0763593
crd_8ef1d474eb68402e8d35e2aa3bce689a,677161,Colors of the Wind,,Winterspell,Enchanted,184.3495102408377,0.08457134440856542,210.8541854916513,229.4194667047654,229.4194667047654,-0.1343333625651324,-0.21871859231809498,-0.21871859231809498,0.08438522975296259,0.0,-0.1964521891332228,13.255486,9.789483
crd_f9edf9a591974716b2d7f02764f93737,528112,Sisu,Divine Water Dragon,Rise of the Floodborn,Enchanted,61.66674604156432,0.09799597843172345,93.45130545451656,82.24303981974586,76.33242067860547,-0.41569567978484834,-0.28793394024259733,-0.21335293506929087,-0.127761739542251,-0.07458100517330607,-0.19212903909847653,12.245886,4.5297313
crd_21bfac43fba64c06ab62139f3befd6c1,592040,Daisy Duck,Pirate Captain,Azurite Sea,Enchanted,69.2764793391057,0.10756120173438644,72.961193535772,85.1312302868036,85.1312302868036,-0.05182225929172368,-0.20608850654173594,-0.20608850654173594,0.15426624725001226,0.0,-0.1862389500807622,13.1918125,7.961478
crd_5413c96876fd4884861caaef3fcb58b5,660043,Judy Hopps,Lead Detective,Whispers in the Well,Enchanted,134.96760022657222,0.08918040052487321,173.75291570143352,165.7940239305558,165.7940239305558,-0.2525995140070103,-0.2057114468944059,-0.2057114468944059,-0.046888067112604404,0.0,-0.1859320557711747,11.765299,4.0844464
crd_e8863a1965284a3bad897ee8614d2866,619735,Bolt,Superdog,Archazia's Island,Enchanted,96.480155504006,0.0961046209916788,174.08884937685627,118.27036462975707,118.27036462975707,-0.5902284527386303,-0.20363588453447345,-0.20363588453447345,-0.3865925682041569,0.0,-0.18424065228821146,13.305062,5.1847777
crd_54bfc0bd37f44871a4ef50193d58ca2c,658449,Simba,King in the Making,Whispers in the Well,Enchanted,137.966184516142,0.15521189752988188,152.8696777285284,133.19951091893745,167.2153487632199,-0.10257716347804102,0.03516052907216238,-0.19227387986847155,-0.1377376925502034,0.22743440894063405,-0.17491913549452506,11.883764,6.377038
crd_b5e74b533270492982dff9472aee8664,539274,Peter Pan,Pirate's Bane,Into the Inklands,Enchanted,67.43377498248391,0.11379228390531353,93.59384164076029,81.54409740001479,81.54409740001479,-0.32781858197959224,-0.18999794140966575,-0.18999794140966575,-0.1378206405699265,0.0,-0.17303916368480549,11.654158,7.499276
crd_f5d62175b09243eda1bf9f34ea01d884,651120,Cruella De Vil,Style Icon,Fabled,Enchanted,101.67089079842356,0.12223959573824388,163.23629118677047,122.26468643473241,122.26468643473241,-0.4734577543637446,-0.18444721966173105,-0.18444721966173105,-0.28901053470201354,0.0,-0.16843617103866113,11.272328,4.286256
crd_d0714091b2a14f478e2d7704c8eb50d8,550839,Sisu,Empowered Sibling,Ursula's Return,Enchanted,57.25713288543538,0.13461293807075395,92.5758560729577,74.33528549155042,68.46474249073552,-0.48047614754309986,-0.26103351810657127,-0.17876667803725788,-0.2194426294365286,-0.08226684006931352,-0.16369899597324444,11.964083,7.133451
crd_cfbcf752b5064d1e8abfc2a2c6d3e98a,631990,Desperate Plan,,Reign of Jafar,Enchanted,48.05901055431738,0.15025625957633637,76.28781057328709,57.143742099708845,57.143742099708845,-0.4620835265731227,-0.17314024229833702,-0.17314024229833702,-0.28894328427478566,0.0,-0.1589803399563808,12.0231085,9.830827
crd_831e34ca1c2143dd82785500356c339e,660044,The Horned King,Wicked Ruler,Whispers in the Well,Enchanted,88.50958983723362,0.1000073193965086,127.26931578673616,103.97857409577949,103.97857409577949,-0.3631945320268004,-0.16107395372072908,-0.16107395372072908,-0.20212057830607133,0.0,-0.14877088278106856,14.448569,6.45405
crd_e382f2cee40343d7ae3faed897045a66,561980,Scar,Vengeful Lion,Shimmering Skies,Enchanted,119.40168948999732,0.08209659424982459,78.3486731177443,130.04611042056146,139.2862397204148,0.4213243173513952,-0.08539573241790244,-0.15403774359624745,0.5067200497692976,0.06864201117834513,-0.14276033490695964,12.689499,8.007573
crd_8ac9f95c19af4213b7c6aed341965206,550721,Piglet,Sturdy Swordsman,Ursula's Return,Enchanted,109.39438119425543,0.11070097741933656,119.63452878787271,126.73419569414672,126.73419569414672,-0.08948197361965882,-0.14713241742328265,-0.14713241742328265,0.05765044380362383,0.0,-0.1368203301793798,13.07666,5.850956
crd_ae7e15af9559439ba734caac9aa567e5,592038,Gadget Hackwrench,Brilliant Bosun,Azurite Sea,Enchanted,50.396398954185265,0.11462835024948433,81.09997441566101,58.336168270593774,58.336168270593774,-0.4757629224517679,-0.14630255979600193,-0.14630255979600193,-0.32946036265576595,0.0,-0.136103716644187,11.453647,4.7161326
crd_d5432572fd3d4dfc95b01b682c71943c,592032,Rafiki,Ethereal Guide,Azurite Sea,Enchanted,70.93988087040553,0.09180638606988487,96.00849400464612,81.70955818635431,81.70955818635431,-0.30260389672551913,-0.14133821624473342,-0.14133821624473342,-0.1612656804807857,0.0,-0.13180437582817997,14.617858,5.6163692
crd_266d7d17b42a44be9472057e4e6dd1b1,539166,Captain Hook,Master Swordsman,Into the Inklands,Enchanted,67.0185039683409,0.0916783426708017,61.18100723128402,80.63950928132161,76.59507459934527,0.09113195789766948,-0.1850199591108499,-0.1335640145169288,0.2761519170085194,-0.05145594459392073,-0.12502854369027827,11.413014,7.2988634
crd_db4137ebc57046a3ba7736adbdb01d44,632686,Perdita,Determined Mother,Reign of Jafar,Enchanted,167.27738303036904,0.07395560604144691,171.84490685774804,190.86526315451775,190.86526315451775,-0.026938954967101303,-0.13191433985343526,-0.13191433985343526,0.10497538488633396,0.0,-0.12358393420730926,11.490448,4.7752776
crd_0a53330fb9424adcab9e92d04aa428a0,632251,Captain Hook,The Pirate King,Reign of Jafar,Enchanted,79.17308801974012,0.1045420984866334,106.42082797754287,94.79647731292702,89.91541579910535,-0.2957648660738261,-0.18009580607872255,-0.1272329606184801,-0.11566905999510357,-0.05286284546024282,-0.11947147976678894,13.194667,6.492084
crd_c343d1fc29f3491f95bb460c90e081a7,593162,Treasure Mountain,Azurite Sea Island,Azurite Sea,Enchanted,24.493817486795677,0.10524920776647863,30.903196105877722,27.679686261617285,27.679686261617285,-0.232438874173992,-0.12227805797811708,-0.12227805797811708,-0.11016081619587492,0.0,-0.11509771984805221,10.622205,7.595658
crd_7bd65d4574434dd3ba908203c8cea774,550718,Look at This Family,,Ursula's Return,Enchanted,64.38267408149528,0.11006933452320562,86.35089014379031,72.28408957546141,72.28408957546141,-0.2935745521833155,-0.11575948283875892,-0.11575948283875892,-0.1778150693445566,0.0,-0.10931057637126917,14.00713,9.963
crd_8b81f6ba845442d095833d7c1bee3a6c,631989,The Sword of Shan-Yu,,Reign of Jafar,Enchanted,46.52709761036442,0.14529142110898205,60.193187928470984,52.00346389151063,52.00346389151063,-0.257524301404938,-0.11127544248844723,-0.11127544248844723,-0.14624885891649075,0.0,-0.10530772128123957,15.095987,7.900362
crd_7c5be60911d844b48189f3a042abdcfa,539164,Ursula,Deceiver of All,Into the Inklands,Enchanted,90.20692911944687,0.07811232436735598,78.3602551910514,128.08003058999208,100.40449692332064,0.14078939390368017,-0.3505490638992983,-0.10710075270332453,0.49133845780297847,-0.24344831119597388,-0.10156485133989267,13.042109,7.900624
