card_id,date,price,name,set_name,rarity,released_at,cost,inkwell,ink_clean,days_since_release,card_min_price,card_max_price,price_scaled,cost_scaled,days_scaled,name_idx,set_idx,rarity_idx,ink_idx,churn_rate,ebay_mask
510148,2025-05-08,88.6,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,629,62.79,118.97,0.4594161623353506,0.7777777777777778,0.5900562851782364,45,7,0,0,0,0
510148,2025-05-09,87.87,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,630,62.79,118.97,0.4464222143111429,0.7777777777777778,0.5909943714821764,45,7,0,0,0,0
510148,2025-05-10,87.56,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,631,62.79,118.97,0.44090423638305454,0.7777777777777778,0.5919324577861164,45,7,0,0,0,0
510148,2025-05-11,87.2,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,632,62.79,118.97,0.434496262014952,0.7777777777777778,0.5928705440900562,45,7,0,0,0,0
510148,2025-05-12,87.2,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,633,62.79,118.97,0.434496262014952,0.7777777777777778,0.5938086303939962,45,7,0,0,0,0
510148,2025-05-13,86.81,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,634,62.79,118.97,0.42755428978284093,0.7777777777777778,0.5947467166979362,45,7,0,0,0,0
510148,2025-05-14,86.15,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,635,62.79,118.97,0.415806336774653,0.7777777777777778,0.5956848030018762,45,7,0,0,0,0
510148,2025-05-15,85.71,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,636,62.79,118.97,0.4079743681025275,0.7777777777777778,0.5966228893058161,45,7,0,0,0,0
510148,2025-05-16,84.35,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,637,62.79,118.97,0.3837664649341402,0.7777777777777778,0.5975609756097561,45,7,0,0,0,0
510148,2025-05-17,84.35,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,638,62.79,118.97,0.3837664649341402,0.7777777777777778,0.5984990619136961,45,7,0,0,0,0
510148,2025-05-18,84.35,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,639,62.79,118.97,0.3837664649341402,0.7777777777777778,0.599437148217636,45,7,0,0,0,0
510148,2025-05-19,84.43,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,640,62.79,118.97,0.3851904592381632,0.7777777777777778,0.600375234521576,45,7,0,0,0,0
510148,2025-05-20,84.74,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,641,62.79,118.97,0.39070843716625125,0.7777777777777778,0.6013133208255159,45,7,0,0,0,0
510148,2025-05-21,84.74,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,642,62.79,118.97,0.39070843716625125,0.7777777777777778,0.6022514071294559,45,7,0,0,0,0
510148,2025-05-22,84.74,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,643,62.79,118.97,0.39070843716625125,0.7777777777777778,0.6031894934333959,45,7,0,0,0,0
510148,2025-05-23,84.74,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,644,62.79,118.97,0.39070843716625125,0.7777777777777778,0.6041275797373359,45,7,0,0,0,0
510148,2025-05-24,84.74,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,645,62.79,118.97,0.39070843716625125,0.7777777777777778,0.6050656660412758,45,7,0,0,0,0
510148,2025-05-25,84.74,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,646,62.79,118.97,0.39070843716625125,0.7777777777777778,0.6060037523452158,45,7,0,0,0,0
510148,2025-05-26,84.74,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,647,62.79,118.97,0.39070843716625125,0.7777777777777778,0.6069418386491557,45,7,0,0,0,0
510148,2025-05-27,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,648,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6078799249530957,45,7,0,0,0,0
510148,2025-05-28,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,649,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6088180112570356,45,7,0,0,0,0
510148,2025-05-29,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,650,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6097560975609756,45,7,0,0,0,0
510148,2025-05-30,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,651,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6106941838649156,45,7,0,0,0,0
510148,2025-05-31,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,652,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6116322701688556,45,7,0,0,0,0
510148,2025-06-01,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,653,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6125703564727955,45,7,0,0,0,0
510148,2025-06-02,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,654,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6135084427767354,45,7,0,0,0,0
510148,2025-06-03,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,655,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6144465290806754,45,7,0,0,0,0
510148,2025-06-04,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,656,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6153846153846154,45,7,0,0,0,0
510148,2025-06-05,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,657,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6163227016885553,45,7,0,0,0,0
510148,2025-06-06,84.32,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,658,62.79,118.97,0.3832324670701316,0.7777777777777778,0.6172607879924953,45,7,0,0,0,0
510148,2025-06-07,83.64,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,659,62.79,118.97,0.37112851548593806,0.7777777777777778,0.6181988742964353,45,7,0,0,0,0
510148,2025-06-08,83.23,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,660,62.79,118.97,0.3638305446778214,0.7777777777777778,0.6191369606003753,45,7,0,0,0,0
510148,2025-06-09,83.23,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,661,62.79,118.97,0.3638305446778214,0.7777777777777778,0.6200750469043153,45,7,0,0,0,0
510148,2025-06-10,83.23,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,662,62.79,118.97,0.3638305446778214,0.7777777777777778,0.6210131332082551,45,7,0,0,0,0
510148,2025-06-11,83.23,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,663,62.79,118.97,0.3638305446778214,0.7777777777777778,0.6219512195121951,45,7,0,0,0,0
510148,2025-06-12,83.23,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,664,62.79,118.97,0.3638305446778214,0.7777777777777778,0.6228893058161351,45,7,0,0,0,0
510148,2025-06-13,83.23,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,665,62.79,118.97,0.3638305446778214,0.7777777777777778,0.6238273921200751,45,7,0,0,0,0
510148,2025-06-14,82.73,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,666,62.79,118.97,0.354930580277679,0.7777777777777778,0.624765478424015,45,7,0,0,0,0
510148,2025-06-15,82.73,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,667,62.79,118.97,0.354930580277679,0.7777777777777778,0.625703564727955,45,7,0,0,0,0
510148,2025-06-16,82.73,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,668,62.79,118.97,0.354930580277679,0.7777777777777778,0.626641651031895,45,7,0,0,0,0
510148,2025-06-17,82.18,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,669,62.79,118.97,0.3451406194375224,0.7777777777777778,0.6275797373358349,45,7,0,0,0,0
510148,2025-06-18,82.18,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,670,62.79,118.97,0.3451406194375224,0.7777777777777778,0.6285178236397748,45,7,0,0,0,0
510148,2025-06-19,81.64,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,671,62.79,118.97,0.3355286578853685,0.7777777777777778,0.6294559099437148,45,7,0,0,0,0
510148,2025-06-20,81.14,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,672,62.79,118.97,0.3266286934852261,0.7777777777777778,0.6303939962476548,45,7,0,0,0,0
510148,2025-06-21,80.75,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,673,62.79,118.97,0.319686721253115,0.7777777777777778,0.6313320825515948,45,7,0,0,0,0
510148,2025-06-22,80.75,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,674,62.79,118.97,0.319686721253115,0.7777777777777778,0.6322701688555347,45,7,0,0,0,0
510148,2025-06-23,80.75,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,675,62.79,118.97,0.319686721253115,0.7777777777777778,0.6332082551594747,45,7,0,0,0,0
510148,2025-06-24,80.75,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,676,62.79,118.97,0.319686721253115,0.7777777777777778,0.6341463414634146,45,7,0,0,0,0
510148,2025-06-25,80.75,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,677,62.79,118.97,0.319686721253115,0.7777777777777778,0.6350844277673546,45,7,0,0,0,0
510148,2025-06-26,80.75,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,678,62.79,118.97,0.319686721253115,0.7777777777777778,0.6360225140712945,45,7,0,0,0,0
510148,2025-06-27,80.75,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,679,62.79,118.97,0.319686721253115,0.7777777777777778,0.6369606003752345,45,7,0,0,0,0
510148,2025-06-28,80.75,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,680,62.79,118.97,0.319686721253115,0.7777777777777778,0.6378986866791745,45,7,0,0,0,0
510148,2025-06-29,80.75,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,681,62.79,118.97,0.319686721253115,0.7777777777777778,0.6388367729831145,45,7,0,0,0,0
510148,2025-06-30,79.16,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,682,62.79,118.97,0.2913848344606621,0.7777777777777778,0.6397748592870544,45,7,0,0,0,0
510148,2025-07-01,79.16,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,683,62.79,118.97,0.2913848344606621,0.7777777777777778,0.6407129455909943,45,7,0,0,0,0
510148,2025-07-02,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,684,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6416510318949343,45,7,0,0,0,0
510148,2025-07-03,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,685,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6425891181988743,45,7,0,0,0,0
510148,2025-07-04,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,686,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6435272045028143,45,7,0,0,0,0
510148,2025-07-05,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,687,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6444652908067542,45,7,0,0,0,0
510148,2025-07-06,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,688,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6454033771106942,45,7,0,0,0,0
510148,2025-07-07,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,689,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6463414634146342,45,7,0,0,0,0
510148,2025-07-08,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,690,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6472795497185742,45,7,0,0,0,0
510148,2025-07-09,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,691,62.79,118.97,0.2919188323246707,0.7777777777777778,0.648217636022514,45,7,0,0,0,0
510148,2025-07-10,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,692,62.79,118.97,0.2919188323246707,0.7777777777777778,0.649155722326454,45,7,0,0,0,0
510148,2025-07-11,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,693,62.79,118.97,0.2919188323246707,0.7777777777777778,0.650093808630394,45,7,0,0,0,0
510148,2025-07-12,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,694,62.79,118.97,0.2919188323246707,0.7777777777777778,0.651031894934334,45,7,0,0,0,0
510148,2025-07-13,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,695,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6519699812382739,45,7,0,0,0,0
510148,2025-07-14,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,696,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6529080675422139,45,7,0,0,0,0
510148,2025-07-15,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,697,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6538461538461539,45,7,0,0,0,0
510148,2025-07-16,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,698,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6547842401500938,45,7,0,0,0,0
510148,2025-07-17,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,699,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6557223264540337,45,7,0,0,0,0
510148,2025-07-18,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,700,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6566604127579737,45,7,0,0,0,0
510148,2025-07-19,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,701,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6575984990619137,45,7,0,0,0,0
510148,2025-07-20,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,702,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6585365853658537,45,7,0,0,0,0
510148,2025-07-21,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,703,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6594746716697936,45,7,0,0,0,0
510148,2025-07-22,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,704,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6604127579737336,45,7,0,0,0,0
510148,2025-07-23,79.19,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,705,62.79,118.97,0.2919188323246707,0.7777777777777778,0.6613508442776735,45,7,0,0,0,0
510148,2025-07-24,78.79,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,706,62.79,118.97,0.2847988608045569,0.7777777777777778,0.6622889305816135,45,7,0,0,0,0
510148,2025-07-25,78.79,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,707,62.79,118.97,0.2847988608045569,0.7777777777777778,0.6632270168855535,45,7,0,0,0,0
510148,2025-07-26,78.79,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,708,62.79,118.97,0.2847988608045569,0.7777777777777778,0.6641651031894934,45,7,0,0,0,0
510148,2025-07-27,78.31,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,709,62.79,118.97,0.27625489498042016,0.7777777777777778,0.6651031894934334,45,7,0,0,0,0
510148,2025-07-28,78.31,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,710,62.79,118.97,0.27625489498042016,0.7777777777777778,0.6660412757973734,45,7,0,0,0,0
510148,2025-07-29,78.31,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,711,62.79,118.97,0.27625489498042016,0.7777777777777778,0.6669793621013134,45,7,0,0,0,0
510148,2025-07-30,78.31,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,712,62.79,118.97,0.27625489498042016,0.7777777777777778,0.6679174484052532,45,7,0,0,0,0
510148,2025-07-31,78.31,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,713,62.79,118.97,0.27625489498042016,0.7777777777777778,0.6688555347091932,45,7,0,0,0,0
510148,2025-08-01,77.59,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,714,62.79,118.97,0.2634389462442151,0.7777777777777778,0.6697936210131332,45,7,0,0,0,0
510148,2025-08-02,77.17,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,715,62.79,118.97,0.25596297614809543,0.7777777777777778,0.6707317073170732,45,7,0,0,0,0
510148,2025-08-03,77.17,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,716,62.79,118.97,0.25596297614809543,0.7777777777777778,0.6716697936210131,45,7,0,0,0,0
510148,2025-08-04,77.17,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,717,62.79,118.97,0.25596297614809543,0.7777777777777778,0.6726078799249531,45,7,0,0,0,0
510148,2025-08-05,76.48,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,718,62.79,118.97,0.243681025275899,0.7777777777777778,0.6735459662288931,45,7,0,0,0,0
510148,2025-08-06,76.48,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,719,62.79,118.97,0.243681025275899,0.7777777777777778,0.6744840525328331,45,7,0,0,0,0
510148,2025-08-07,76.48,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,720,62.79,118.97,0.243681025275899,0.7777777777777778,0.6754221388367729,45,7,0,0,0,0
510148,2025-08-08,76.02,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,721,62.79,118.97,0.23549305802776782,0.7777777777777778,0.6763602251407129,45,7,0,0,0,0
510148,2025-08-09,76.02,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,722,62.79,118.97,0.23549305802776782,0.7777777777777778,0.6772983114446529,45,7,0,0,0,0
510148,2025-08-10,75.26,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,723,62.79,118.97,0.22196511213955156,0.7777777777777778,0.6782363977485929,45,7,0,0,0,0
510148,2025-08-11,75.26,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,724,62.79,118.97,0.22196511213955156,0.7777777777777778,0.6791744840525328,45,7,0,0,0,0
510148,2025-08-12,74.81,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,725,62.79,118.97,0.21395514417942335,0.7777777777777778,0.6801125703564728,45,7,0,0,0,0
510148,2025-08-13,74.03,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,726,62.79,118.97,0.20007119971520118,0.7777777777777778,0.6810506566604128,45,7,0,0,0,0
510148,2025-08-14,74.03,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,727,62.79,118.97,0.20007119971520118,0.7777777777777778,0.6819887429643527,45,7,0,0,0,0
510148,2025-08-15,74.03,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,728,62.79,118.97,0.20007119971520118,0.7777777777777778,0.6829268292682927,45,7,0,0,0,0
510148,2025-08-16,73.27,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,729,62.79,118.97,0.18654325382698464,0.7777777777777778,0.6838649155722326,45,7,0,0,0,0
510148,2025-08-17,72.89,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,730,62.79,118.97,0.1797792808828765,0.7777777777777778,0.6848030018761726,45,7,0,0,0,0
510148,2025-08-18,72.55,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,731,62.79,118.97,0.1737273050907796,0.7777777777777778,0.6857410881801126,45,7,0,0,0,0
510148,2025-08-19,72.55,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,732,62.79,118.97,0.1737273050907796,0.7777777777777778,0.6866791744840526,45,7,0,0,0,0
510148,2025-08-20,72.06,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,733,62.79,118.97,0.16500533997864014,0.7777777777777778,0.6876172607879925,45,7,0,0,0,0
510148,2025-08-21,71.73,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,734,62.79,118.97,0.15913136347454618,0.7777777777777778,0.6885553470919324,45,7,0,0,0,0
510148,2025-08-22,68.44,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,735,62.79,118.97,0.10056959772160909,0.7777777777777778,0.6894934333958724,45,7,0,0,0,0
510148,2025-08-23,68.44,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,736,62.79,118.97,0.10056959772160909,0.7777777777777778,0.6904315196998124,45,7,0,0,0,0
510148,2025-08-24,68.44,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,737,62.79,118.97,0.10056959772160909,0.7777777777777778,0.6913696060037523,45,7,0,0,0,0
510148,2025-08-25,68.44,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,738,62.79,118.97,0.10056959772160909,0.7777777777777778,0.6923076923076923,45,7,0,0,0,0
510148,2025-08-26,68.33,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,739,62.79,118.97,0.09861160555357777,0.7777777777777778,0.6932457786116323,45,7,0,0,0,0
510148,2025-08-27,68.97,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,740,62.79,118.97,0.11000355998576006,0.7777777777777778,0.6941838649155723,45,7,0,0,0,0
510148,2025-08-28,68.97,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,741,62.79,118.97,0.11000355998576006,0.7777777777777778,0.6951219512195121,45,7,0,0,0,0
510148,2025-08-29,69.01,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,742,62.79,118.97,0.11071555713777155,0.7777777777777778,0.6960600375234521,45,7,0,0,0,0
510148,2025-08-30,69.01,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,743,62.79,118.97,0.11071555713777155,0.7777777777777778,0.6969981238273921,45,7,0,0,0,0
510148,2025-08-31,69.2,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,744,62.79,118.97,0.11409754360982563,0.7777777777777778,0.6979362101313321,45,7,0,0,0,0
510148,2025-09-01,69.86,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,745,62.79,118.97,0.12584549661801353,0.7777777777777778,0.698874296435272,45,7,0,0,0,0
510148,2025-09-02,69.86,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,746,62.79,118.97,0.12584549661801353,0.7777777777777778,0.699812382739212,45,7,0,0,0,0
510148,2025-09-03,69.86,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,747,62.79,118.97,0.12584549661801353,0.7777777777777778,0.700750469043152,45,7,0,0,0,0
510148,2025-09-04,70.05,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,748,62.79,118.97,0.1292274830900676,0.7777777777777778,0.701688555347092,45,7,0,0,0,0
510148,2025-09-05,70.05,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,749,62.79,118.97,0.1292274830900676,0.7777777777777778,0.702626641651032,45,7,0,0,0,0
510148,2025-09-06,70.05,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,750,62.79,118.97,0.1292274830900676,0.7777777777777778,0.7035647279549718,45,7,0,0,0,0
510148,2025-09-07,70.45,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,751,62.79,118.97,0.13634745461018163,0.7777777777777778,0.7045028142589118,45,7,0,0,0,0
510148,2025-09-08,70.63,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,752,62.79,118.97,0.13955144179423276,0.7777777777777778,0.7054409005628518,45,7,0,0,0,0
510148,2025-09-09,70.75,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,753,62.79,118.97,0.141687433250267,0.7777777777777778,0.7063789868667918,45,7,0,0,0,0
510148,2025-09-10,70.34,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,754,62.79,118.97,0.1343894624421503,0.7777777777777778,0.7073170731707317,45,7,0,0,0,0
510148,2025-09-11,70.53,Hades,The First Chapter,Enchanted,2023-08-18,8,0,Amber,755,62.79,118.97,0.13777144891420437,0.7777777777777778,0.7082551594746717,45,7,0,0,0,0
